SCO0002	GO:0003677;GO:0005524;GO:0016787
SCO4842	GO:0003824;GO:0003885;GO:0016020;GO:0016491;GO:0016614;GO:0050660;GO:0055114
SCO4844	GO:0004659;GO:0016021
SCO4845	GO:0000271;GO:0006810;GO:0016021
SCO4847	GO:0006508;GO:0009002
SCO4849	GO:0016787
SCO4850	GO:0003677
SCO4855	GO:0006099;GO:0009055;GO:0016491;GO:0051536;GO:0055114
SCO4856	GO:0006099;GO:0016491;GO:0016627;GO:0022900;GO:0050660;GO:0055114
SCO4857	GO:0016627
SCO4858	GO:0000104;GO:0006099;GO:0016627;GO:0045281
SCO4860	GO:0004553;GO:0004563;GO:0005975
SCO4864	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO4866	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO4868	GO:0016740
SCO4869	GO:0003824;GO:0004494;GO:0008152;GO:0016866;GO:0031419
SCO4870	GO:0016491;GO:0055114;GO:0071949
SCO4871	GO:0003677;GO:0045892;GO:0046677
SCO4876	GO:0000271;GO:0006810;GO:0016021
SCO4881	GO:0003824;GO:0016051
SCO4883	GO:0008152;GO:0016787
SCO4884	GO:0005886
SCO4885	GO:0005886
SCO4886	GO:0005524;GO:0016887
SCO4887	GO:0005215;GO:0006810;GO:0016020
SCO4888	GO:0005215;GO:0006810;GO:0016020
SCO4889	GO:0003824;GO:0008270;GO:0016787
SCO4890	GO:0004645;GO:0006206;GO:0006213;GO:0008152;GO:0016154;GO:0016757;GO:0016763
SCO4892	GO:0003700;GO:0006355
SCO4893	GO:0016021;GO:0055085
SCO4895	GO:0003677;GO:0003700;GO:0005622;GO:0006352;GO:0006355;GO:0006810;GO:0016987
SCO4896	GO:0005215;GO:0016021;GO:0055085
SCO4897	GO:0003700;GO:0006355
SCO4898	GO:0003677
SCO4901	GO:0004000;GO:0009168;GO:0019239
SCO4906	GO:0000155;GO:0004871;GO:0007165;GO:0016021;GO:0016310;GO:0016772
SCO4907	GO:0000160;GO:0003677;GO:0006355
SCO4908	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO4911	GO:0004672;GO:0005524;GO:0006468
SCO4912	GO:0008152;GO:0016491;GO:0055114
SCO4913	GO:0008152;GO:0016491;GO:0016620;GO:0055114
SCO4914	GO:0003824;GO:0004139;GO:0005737;GO:0009264;GO:0016829
SCO4916	GO:0000287;GO:0005975;GO:0016868;GO:0071704
SCO4917	GO:0003824;GO:0004731;GO:0006139;GO:0009116
SCO4919	GO:0016491;GO:0045454;GO:0050660;GO:0055114
SCO4920	GO:0003700;GO:0005622;GO:0006355
SCO4921	GO:0003824;GO:0005524
SCO4923	GO:0005737
SCO4926	GO:0003989;GO:0006633;GO:0009317
SCO4927	GO:0004077;GO:0006464
SCO4928	GO:0009190;GO:0016849;GO:0035556
SCO4930	GO:0003824;GO:0008152
SCO4932	GO:0003824;GO:0004397;GO:0005737;GO:0006548;GO:0016841
SCO4934	GO:0016740
SCO4935	GO:0016020
SCO4936	GO:0005524;GO:0016887
SCO4937	GO:0051920;GO:0055114
SCO4938	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO4940	GO:0003677
SCO4942	GO:0003677
SCO4944	GO:0003677;GO:0043565
SCO4945	GO:0008270;GO:0016491;GO:0055114
SCO4947	GO:0008940;GO:0009055;GO:0009325;GO:0016491;GO:0030151;GO:0042126;GO:0051539;GO:0055114
SCO4948	GO:0008940;GO:0009325;GO:0042126;GO:0055114
SCO4949	GO:0051082;GO:0051131
SCO4950	GO:0008940;GO:0009325;GO:0055114
SCO4951	GO:0016491;GO:0055114
SCO4952	GO:0003677
SCO4953	GO:0006950
SCO4956	GO:0008113;GO:0055114
SCO4958	GO:0003824;GO:0030170
SCO4960	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO4961	GO:0003700;GO:0006355
SCO4962	GO:0004794;GO:0006520;GO:0006567;GO:0030170
SCO4963	GO:0005524;GO:0016887;GO:0043215;GO:1900753
SCO4964	GO:0006810;GO:0016020
SCO4965	GO:0003677;GO:0032784;GO:0070063
SCO4967	GO:0010126
SCO4969	GO:0005515
SCO4971	GO:0003824;GO:0009055;GO:0016491;GO:0016614;GO:0046872;GO:0050660;GO:0051536;GO:0051537;GO:0055114
SCO4972	GO:0016491;GO:0030151;GO:0055114
SCO4974	GO:0003824;GO:0008270
SCO4975	GO:0003824
SCO4977	GO:0003677
SCO4978	GO:0016021
SCO4979	GO:0004611;GO:0004613;GO:0005525;GO:0006094;GO:0017076
SCO4984	GO:0003824;GO:0009058;GO:0030170
SCO4986	GO:0016810
SCO4989	GO:0003677;GO:0006355
SCO4991	GO:0015128;GO:0016020;GO:0035429
SCO4993	GO:0005215;GO:0006810;GO:0016020
SCO4996	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO4998	GO:0003677;GO:0043565
SCO5003	GO:0004553;GO:0004568;GO:0005515;GO:0005975;GO:0006032;GO:0016798
SCO5009	GO:0005524;GO:0006810
SCO5015	GO:0009279;GO:0016021
SCO5017	GO:0003677;GO:0003700;GO:0006355;GO:0043565
SCO5024	GO:0016705;GO:0055114
SCO5025	GO:0003677;GO:0006355
SCO5026	GO:0008152;GO:0008168
SCO5028	GO:0005524
SCO5031	GO:0006979;GO:0032843;GO:0051920;GO:0055114
SCO5032	GO:0016209;GO:0016491;GO:0055114
SCO5033	GO:0003700;GO:0006355
SCO5034	GO:0016020
SCO5035	GO:0005524;GO:0016887
SCO5037	GO:0006355
SCO5039	GO:0008658
SCO5040	GO:0003824
SCO5042	GO:0003824;GO:0004333;GO:0006099;GO:0006106;GO:0016829;GO:0045239
SCO5044	GO:0003824;GO:0004333;GO:0006091;GO:0016829;GO:0016836
SCO5047	GO:0006071;GO:0006094;GO:0042132
SCO5049	GO:0016491;GO:0055114
SCO5050	GO:0000271;GO:0016616;GO:0016628;GO:0051287;GO:0055114
SCO5053	GO:0003824;GO:0005975;GO:0016810
SCO5055	GO:0006308;GO:0008855;GO:0009318
SCO5056	GO:0003676;GO:0006308;GO:0008855;GO:0009318
SCO5057	GO:0003333;GO:0006810;GO:0015171;GO:0016020;GO:0055085
SCO5058	GO:0019288;GO:0046872;GO:0050992;GO:0051745
SCO5061	GO:0005525
SCO5064	GO:0005524
SCO5065	GO:0003677;GO:0005515;GO:0006355
SCO5067	GO:0008152;GO:0016787
SCO5068	GO:0003677
SCO5069	GO:0016491;GO:0055114
SCO5072	GO:0003857;GO:0006631;GO:0016491;GO:0055114
SCO5073	GO:0008270;GO:0016491;GO:0055114
SCO5075	GO:0008270;GO:0016491;GO:0055114
SCO5076	GO:0016021;GO:0055085
SCO5077	GO:0004733;GO:0010181;GO:0016491;GO:0055114
SCO5080	GO:0008152;GO:0016627;GO:0050660;GO:0055114
SCO5082	GO:0003677;GO:0045892;GO:0046677
SCO5083	GO:0016021;GO:0055085
SCO5084	GO:0016020
SCO5085	GO:0000160;GO:0003677;GO:0005515;GO:0006355
SCO5086	GO:0016491
SCO5087	GO:0003824;GO:0008152
SCO5088	GO:0003824;GO:0008152
SCO5092	GO:0010181;GO:0016491;GO:0055114
SCO5095	GO:0003677;GO:0043565
SCO5096	GO:0003700;GO:0006355
SCO5097	GO:0016491
SCO5100	GO:0003677;GO:0003700;GO:0006355
SCO5102	GO:0016787
SCO5104	GO:0003824;GO:0005515
SCO5105	GO:0005975
SCO5106	GO:0006099;GO:0009055;GO:0016491;GO:0051536;GO:0051537;GO:0055114
SCO5107	GO:0016491;GO:0055114
SCO5111	GO:0003924;GO:0005525
SCO5112	GO:0006810;GO:0016020
SCO5113	GO:0043190;GO:0055085
SCO5114	GO:0006810;GO:0016020
SCO5115	GO:0000166;GO:0005524;GO:0015833;GO:0016887
SCO5116	GO:0000166;GO:0005524;GO:0015833;GO:0016887
SCO5117	GO:0043190;GO:0055085
SCO5118	GO:0006810;GO:0016020
SCO5119	GO:0006810;GO:0016020
SCO5120	GO:0000166;GO:0005524;GO:0015833;GO:0016887
SCO5121	GO:0000166;GO:0005524;GO:0015833;GO:0016887
SCO5122	GO:0004252;GO:0006508;GO:0008236
SCO5125	GO:0003677;GO:0043565
SCO5126	GO:0035595
SCO5129	GO:0005524;GO:0016887
SCO5130	GO:0006810;GO:0016020
SCO5131	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO5132	GO:0000160;GO:0003677;GO:0006355
SCO5133	GO:0005515
SCO5134	GO:0008080
SCO5135	GO:0009055
SCO5136	GO:0003824;GO:0009058;GO:0030170
SCO5139	GO:0008152;GO:0009014;GO:0009089;GO:0016787
SCO5141	GO:0004156;GO:0009396;GO:0042558;GO:0044237
SCO5143	GO:0003824;GO:0006281;GO:0006284;GO:0008725
SCO5144	GO:0003824;GO:0008152
SCO5146	GO:0008171
SCO5147	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO5149	GO:0004252;GO:0005515;GO:0006508
SCO5150	GO:0008565;GO:0009306;GO:0015031;GO:0016020;GO:0043953
SCO5152	GO:0005524
SCO5157	GO:0016020;GO:0030001;GO:0046873;GO:0055085
SCO5159	GO:0005215;GO:0016021;GO:0055085
SCO5161	GO:0003677;GO:0003824;GO:0003887;GO:0006260
SCO5162	GO:0016021
SCO5166	GO:0003676;GO:0005524
SCO5170	GO:0003677
SCO5176	GO:0003824;GO:0050662
SCO5178	GO:0008641
SCO5182	GO:0003824;GO:0006281
SCO5183	GO:0005524;GO:0016787
SCO5184	GO:0005524;GO:0016787
SCO5185	GO:0008152;GO:0016787
SCO5186	GO:0016787;GO:0046872
SCO5187	GO:0009055;GO:0015035;GO:0045454
SCO5188	GO:0000166;GO:0003676;GO:0003824;GO:0005524;GO:0005622;GO:0016787;GO:0044237
SCO5190	GO:0006355
SCO5193	GO:0008641
SCO5195	GO:0006950
SCO5198	GO:0016787
SCO5200	GO:0003824;GO:0050662
SCO5201	GO:0006777
SCO5202	GO:0004176;GO:0004252;GO:0005515;GO:0006508
SCO5204	GO:0016021
SCO5205	GO:0005515
SCO5206	GO:0003700;GO:0006355
SCO5208	GO:0004401;GO:0046854
SCO5209	GO:0003677
SCO5210	GO:0016021
SCO5211	GO:0003924;GO:0005525
SCO5212	GO:0003824;GO:0003866;GO:0016765
SCO5216	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO5220	GO:0005515
SCO5223	GO:0005506;GO:0016705;GO:0020037;GO:0055114
SCO5224	GO:0003677;GO:0003700;GO:0006355;GO:0043565
SCO5225	GO:0009186;GO:0016491;GO:0055114
SCO5226	GO:0004748;GO:0005524;GO:0006260;GO:0055114
SCO5228	GO:0008080
SCO5229	GO:0005215;GO:0006810;GO:0016020;GO:0055085
SCO5231	GO:0003677;GO:0003700;GO:0006355
SCO5232	GO:0005215;GO:0006810
SCO5233	GO:0006810;GO:0016020
SCO5234	GO:0006810;GO:0016020
SCO5235	GO:0004553;GO:0005975
SCO5236	GO:0004342;GO:0005975;GO:0006044
SCO5238	GO:0003677
SCO5241	GO:0003951;GO:0008152;GO:0016301
SCO5243	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO5245	GO:0008270
SCO5246	GO:0006812;GO:0015299;GO:0016021;GO:0055085
SCO5248	GO:0008745;GO:0009253
SCO5250	GO:0008299
SCO5251	GO:0008080
SCO5252	GO:0008703;GO:0009231;GO:0055114
SCO5254	GO:0004784;GO:0016151;GO:0016209
SCO5258	GO:0003333;GO:0005524;GO:0015424;GO:0016887
SCO5259	GO:0005215;GO:0006810;GO:0016020;GO:0016021
SCO5261	GO:0004470;GO:0004471;GO:0006108;GO:0051287;GO:0055114
SCO5262	GO:0016491;GO:0055114
SCO5263	GO:0019538
SCO5270	GO:0005524;GO:0016887
SCO5273	GO:0003824;GO:0051536
SCO5275	GO:0005515;GO:0043531
SCO5277	GO:0005524;GO:0016887
SCO5280	GO:0005515;GO:0043531
SCO5281	GO:0004591;GO:0006099;GO:0008152;GO:0016624;GO:0016746;GO:0030976;GO:0055114
SCO5282	GO:0000155;GO:0004871;GO:0007165;GO:0016021;GO:0016310;GO:0016772
SCO5283	GO:0000160;GO:0003677;GO:0006355
SCO5285	GO:0004176;GO:0004252;GO:0005524;GO:0006508;GO:0043565
SCO5286	GO:0003796;GO:0005975;GO:0009253;GO:0016998
SCO5287	GO:0003700;GO:0006355
SCO5289	GO:0004871;GO:0007165;GO:0016021;GO:0016310;GO:0016772
SCO5293	GO:0016491;GO:0055114
SCO5296	GO:0003677
SCO5301	GO:0008658
SCO5302	GO:0016021;GO:0051301
SCO5304	GO:0000155;GO:0004871;GO:0007165;GO:0016021
SCO5306	GO:0006470;GO:0008138
SCO5309	GO:0003677;GO:0006303
SCO5312	GO:0004733;GO:0010181;GO:0016491;GO:0055114
SCO5314	GO:0030639
SCO5317	GO:0003824;GO:0008152
SCO5318	GO:0003824;GO:0008152
SCO5321	GO:0016491;GO:0055114;GO:0071949
SCO5322	GO:0006629;GO:0008152
SCO5323	GO:0003700;GO:0005622;GO:0006355;GO:0043565
SCO5324	GO:0016491
SCO5331	GO:0003676;GO:0008168;GO:0032259
SCO5333	GO:0042393
SCO5336	GO:0016787
SCO5337	GO:0003677
SCO5339	GO:0000166;GO:0003677;GO:0005524
SCO5340	GO:0031072;GO:0051082
SCO5346	GO:0031072;GO:0051082
SCO5349	GO:0003677;GO:0006310;GO:0015074
SCO5351	GO:0000160
SCO5352	GO:0000166;GO:0004812;GO:0004814;GO:0005524;GO:0005737;GO:0006418;GO:0006420
SCO5353	GO:0003824;GO:0008836;GO:0009089
SCO5354	GO:0004412;GO:0006520;GO:0008152;GO:0016491;GO:0016597;GO:0050661;GO:0055114
SCO5355	GO:0004795;GO:0006520;GO:0009088;GO:0030170
SCO5356	GO:0004413;GO:0005524;GO:0006566
SCO5357	GO:0003676;GO:0003723;GO:0005524;GO:0006353;GO:0008186
SCO5359	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO5360	GO:0003747;GO:0005737;GO:0006415;GO:0016149
SCO5361	GO:0003676;GO:0006479;GO:0008168;GO:0008276;GO:0032259
SCO5362	GO:0003725
SCO5364	GO:0003824;GO:0016740
SCO5365	GO:0008963;GO:0016021
SCO5367	GO:0015078;GO:0015986
SCO5368	GO:0015078;GO:0015986;GO:0015991;GO:0033177;GO:0045263
SCO5369	GO:0015078;GO:0015986;GO:0045263
SCO5370	GO:0015986;GO:0016020;GO:0046933
SCO5371	GO:0005524;GO:0015986;GO:0015991;GO:0015992;GO:0016820;GO:0033178;GO:0045261;GO:0046034;GO:0046933;GO:0046961
SCO5372	GO:0015986;GO:0045261;GO:0046933;GO:0046961
SCO5373	GO:0005524;GO:0015986;GO:0015991;GO:0015992;GO:0016820;GO:0033178;GO:0046034;GO:0046933
SCO5374	GO:0015986;GO:0045261;GO:0046933;GO:0046961
SCO5376	GO:0004553;GO:0004568;GO:0005515;GO:0005975;GO:0006032;GO:0030246;GO:0030247
SCO5377	GO:0000160;GO:0003677;GO:0006355
SCO5378	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO5382	GO:0006810;GO:0016020
SCO5383	GO:0005524;GO:0016887
SCO5384	GO:0003677
SCO5385	GO:0003857;GO:0006631;GO:0016491;GO:0055114;GO:0070403
SCO5386	GO:0006355;GO:0045152
SCO5390	GO:0016705;GO:0055114
SCO5392	GO:0006810
SCO5393	GO:0005524;GO:0016887
SCO5394	GO:0006810
SCO5395	GO:0005524;GO:0016887
SCO5399	GO:0003824;GO:0008152;GO:0016747
SCO5400	GO:0003924;GO:0005525
SCO5401	GO:0016021;GO:0055085
SCO5403	GO:0000160;GO:0003677;GO:0006355
SCO5404	GO:0000155;GO:0004871;GO:0007165;GO:0016021;GO:0016310;GO:0016772
SCO5405	GO:0003700;GO:0006355
SCO5411	GO:0000150;GO:0003677;GO:0006310
SCO5413	GO:0003700;GO:0006355
SCO5415	GO:0003824;GO:0004494;GO:0008152;GO:0016866;GO:0031419
SCO5416	GO:0003677;GO:0003700;GO:0006355;GO:0043565
SCO5417	GO:0008270;GO:0016491;GO:0055114
SCO5418	GO:0003677
SCO5419	GO:0005515;GO:0045454
SCO5423	GO:0000287;GO:0003824;GO:0004743;GO:0006096;GO:0030955
SCO5424	GO:0005622;GO:0006082;GO:0008152;GO:0016301;GO:0016310;GO:0016774
SCO5425	GO:0008152;GO:0008959;GO:0016407;GO:0016746
SCO5426	GO:0003872;GO:0005524;GO:0006002;GO:0006096;GO:0008443;GO:0047334
SCO5427	GO:0003677;GO:0043565
SCO5428	GO:0006810;GO:0016020
SCO5429	GO:0006810;GO:0016020
SCO5430	GO:0005215;GO:0006810
SCO5431	GO:0003824;GO:0009116
SCO5433	GO:0005515
SCO5434	GO:0000160;GO:0001071;GO:0003677;GO:0005737;GO:0009605
SCO5435	GO:0000155;GO:0000160;GO:0007165;GO:0016310;GO:0016772
SCO5436	GO:0015293;GO:0016021
SCO5437	GO:0003677;GO:0006355
SCO5438	GO:0006662;GO:0015035;GO:0045454
SCO5440	GO:0003824;GO:0003844;GO:0004553;GO:0005975;GO:0005978;GO:0043169
SCO5442	GO:0003824;GO:0005975
SCO5443	GO:0003824;GO:0004553;GO:0005975;GO:0016757
SCO5444	GO:0004645;GO:0005975;GO:0008184;GO:0030170
SCO5446	GO:0004222;GO:0006508
SCO5447	GO:0004222;GO:0004252;GO:0006508
SCO5448	GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085
SCO5449	GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085
SCO5450	GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085
SCO5451	GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085
SCO5452	GO:0005524;GO:0016887
SCO5453	GO:0006810;GO:0016020
SCO5454	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO5455	GO:0000160;GO:0003677;GO:0006355
SCO5456	GO:0003824;GO:0004133;GO:0004553;GO:0005975;GO:0005980
SCO5457	GO:0016740
SCO5458	GO:0016740
SCO5459	GO:0003824;GO:0008152
SCO5462	GO:0008080
SCO5463	GO:0003677;GO:0006355
SCO5464	GO:0005509
SCO5466	GO:0003796;GO:0005975;GO:0009253;GO:0016998
SCO5468	GO:0005215;GO:0016021;GO:0055085
SCO5469	GO:0003941;GO:0006094;GO:0051539
SCO5470	GO:0003824;GO:0004372;GO:0006544;GO:0006563;GO:0016740;GO:0030170
SCO5471	GO:0005960;GO:0019464
SCO5472	GO:0004047;GO:0005515;GO:0006546
SCO5476	GO:0006810;GO:0016020
SCO5477	GO:0043190;GO:0055085
SCO5478	GO:0006810;GO:0016020
SCO5479	GO:0000166;GO:0005524;GO:0015833;GO:0016887
SCO5480	GO:0000166;GO:0005524;GO:0015833;GO:0016887
SCO5483	GO:0003677
SCO5486	GO:0003824
SCO5487	GO:0008745;GO:0009253
SCO5488	GO:0008033;GO:0016740;GO:0016783
SCO5492	GO:0016491
SCO5493	GO:0003871;GO:0008270;GO:0009086
SCO5494	GO:0003911;GO:0006260;GO:0006281
SCO5498	GO:0006450
SCO5499	GO:0006412
SCO5501	GO:0016874;GO:0016884
SCO5502	GO:0016020
SCO5503	GO:0008080
SCO5506	GO:0003677;GO:0005515;GO:0006355
SCO5508	GO:0003824;GO:0005975;GO:0016901;GO:0048038
SCO5510	GO:0051287;GO:0055114
SCO5511	GO:0006355
SCO5512	GO:0000287;GO:0003824;GO:0003984;GO:0009082;GO:0030976;GO:0050660
SCO5513	GO:0003984;GO:0009082
SCO5514	GO:0004455;GO:0009082;GO:0016491;GO:0055114
SCO5515	GO:0004617;GO:0006564;GO:0008152;GO:0016597;GO:0016616;GO:0051287;GO:0055114
SCO5516	GO:0016021;GO:0055085
SCO5517	GO:0003677
SCO5518	GO:0003677
SCO5519	GO:0004657;GO:0010133
SCO5520	GO:0003842;GO:0006537;GO:0006561;GO:0008152;GO:0016491;GO:0016620;GO:0055114
SCO5522	GO:0000287;GO:0003862;GO:0009098;GO:0016616;GO:0051287;GO:0055114
SCO5523	GO:0003824;GO:0004084;GO:0008152;GO:0009081
SCO5524	GO:0005215;GO:0016020;GO:0016021;GO:0055085
SCO5525	GO:0016151;GO:0043419
SCO5526	GO:0006807;GO:0009039;GO:0016151;GO:0016787;GO:0016810
SCO5527	GO:0004668;GO:0009446;GO:0047632
SCO5528	GO:0003677
SCO5529	GO:0003824;GO:0003852;GO:0009098;GO:0019752;GO:0046912
SCO5531	GO:0016020;GO:0016021
SCO5532	GO:0003677
SCO5534	GO:0003824;GO:0005576;GO:0005975;GO:0016829;GO:0016837;GO:0030246
SCO5540	GO:0004871;GO:0007165;GO:0016021
SCO5544	GO:0004871;GO:0007165;GO:0016021
SCO5546	GO:0003824;GO:0008152
SCO5547	GO:0000049;GO:0000166;GO:0004812;GO:0004818;GO:0005524;GO:0005737;GO:0006418;GO:0006424;GO:0016876;GO:0043039
SCO5549	GO:0008152;GO:0016787
SCO5550	GO:0003677;GO:0006355
SCO5552	GO:0003677;GO:0006355
SCO5553	GO:0003861;GO:0008152;GO:0009098;GO:0051539
SCO5554	GO:0003861;GO:0008152;GO:0009098;GO:0009316
SCO5556	GO:0003677
SCO5557a	GO:0016779
SCO5558	GO:0008152;GO:0016746
SCO5559	GO:0004367;GO:0005975;GO:0006072;GO:0009331;GO:0016491;GO:0016616;GO:0046168;GO:0051287;GO:0055114
SCO5560	GO:0003824;GO:0005524;GO:0005737;GO:0008716
SCO5562	GO:0009030;GO:0009228
SCO5563	GO:0008972;GO:0009228
SCO5564	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO5565	GO:0004371;GO:0006071
SCO5566	GO:0003676;GO:0004003;GO:0005524;GO:0006281;GO:0006310
SCO5567	GO:0003676;GO:0008168;GO:0031167;GO:0032259
SCO5568	GO:0003824;GO:0004595;GO:0009058;GO:0015937
SCO5571	GO:0003735;GO:0006412;GO:0015934
SCO5572	GO:0003723;GO:0004525;GO:0006396;GO:0016075
SCO5573	GO:0003676;GO:0003677;GO:0003684;GO:0003906;GO:0006281;GO:0006284;GO:0006289;GO:0008270;GO:0008534;GO:0016799
SCO5577	GO:0005515;GO:0005524;GO:0005694;GO:0007062;GO:0030261;GO:0051276
SCO5578	GO:0005215;GO:0016020;GO:0016021;GO:0022857;GO:0022891;GO:0055085
SCO5579	GO:0005215;GO:0016020;GO:0016021;GO:0055085
SCO5580	GO:0005525;GO:0006614
SCO5582	GO:0005515
SCO5583	GO:0008519;GO:0015696;GO:0016020;GO:0072488
SCO5584	GO:0006808;GO:0030234
SCO5585	GO:0006807;GO:0008773;GO:0016779
SCO5586	GO:0003924;GO:0005525;GO:0006614;GO:0008312;GO:0048500
SCO5587	GO:0004222;GO:0005524;GO:0006508;GO:0008270;GO:0016020;GO:0016021
SCO5591	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO5592	GO:0003723
SCO5593	GO:0005840;GO:0006364;GO:0043022
SCO5594	GO:0008033;GO:0052906
SCO5595	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO5596	GO:0006508;GO:0008236;GO:0016020;GO:0016021
SCO5597	GO:0006508;GO:0008236;GO:0016020;GO:0016021
SCO5598	GO:0006508;GO:0008236;GO:0016020;GO:0016021
SCO5599	GO:0006508;GO:0008236;GO:0016020
SCO5600	GO:0016787
SCO5602	GO:0003676;GO:0004518
SCO5604	GO:0009294
SCO5607	GO:0003700;GO:0006355
SCO5611	GO:0003677;GO:0043565
SCO5614	GO:0003677;GO:0043565
SCO5620	GO:0000150;GO:0003677;GO:0006310
SCO5621	GO:0003677;GO:0003700;GO:0003899;GO:0006351;GO:0006352;GO:0006355;GO:0016987;GO:0030435
SCO5622	GO:0003677
SCO5624	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0015935
SCO5625	GO:0003746;GO:0005515;GO:0005622;GO:0006414
SCO5626	GO:0005737;GO:0006221;GO:0009041;GO:0033862
SCO5627	GO:0006412
SCO5628	GO:0016020;GO:0016772
SCO5629	GO:0005515;GO:0007165;GO:0043531
SCO5633	GO:0000166;GO:0003677;GO:0005524;GO:0006310;GO:0015074
SCO5636	GO:0003677;GO:0003700;GO:0006355
SCO5637	GO:0016787
SCO5641	GO:0003676;GO:0003677;GO:0015074
SCO5642	GO:0005515;GO:0007165
SCO5645	GO:0003824;GO:0005737;GO:0006364;GO:0008173;GO:0030488;GO:0051536;GO:0070475
SCO5646	GO:0005215;GO:0006810;GO:0015888;GO:0030288;GO:0030975
SCO5647	GO:0006810;GO:0016020
SCO5648	GO:0005215;GO:0005524;GO:0006810;GO:0016820;GO:0016887;GO:0043190
SCO5649	GO:0046872
SCO5654	GO:0005524;GO:0016887
SCO5655	GO:0003824;GO:0008483;GO:0030170
SCO5656	GO:0003700;GO:0005622;GO:0006355;GO:0043565
SCO5657	GO:0008152;GO:0016491;GO:0016620;GO:0055114
SCO5658	GO:0015846;GO:0019808;GO:0042597
SCO5661	GO:0006629;GO:0008081
SCO5662	GO:0019239
SCO5666	GO:0008152;GO:0016491;GO:0016620;GO:0055114
SCO5667	GO:0015846;GO:0019808;GO:0042597
SCO5668	GO:0005215;GO:0005524;GO:0006810;GO:0015417;GO:0015846;GO:0016820;GO:0016887;GO:0043190
SCO5669	GO:0006810;GO:0016020
SCO5670	GO:0006810;GO:0016020
SCO5671	GO:0016491;GO:0055114
SCO5673	GO:0004553;GO:0004568;GO:0005515;GO:0005975;GO:0006032;GO:0016798
SCO5675	GO:0005515
SCO5676	GO:0003824;GO:0003867;GO:0008483;GO:0009448;GO:0030170
SCO5679	GO:0008152;GO:0016491;GO:0016620;GO:0055114
SCO5680	GO:0003824;GO:0008270;GO:0016787
SCO5682	GO:0016758
SCO5683	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO5684	GO:0000160;GO:0003677;GO:0006355
SCO5685	GO:0004553;GO:0005975;GO:0030246
SCO5687	GO:0006810;GO:0016020
SCO5688	GO:0006810;GO:0016020
SCO5689	GO:0004565;GO:0005975;GO:0006012;GO:0009341
SCO5690	GO:0003824;GO:0004560
SCO5691	GO:0000272;GO:0004553;GO:0008810
SCO5692	GO:0003677;GO:0006355
SCO5693	GO:0003995;GO:0008152;GO:0016627;GO:0050660;GO:0055114
SCO5694	GO:0005515;GO:0008299;GO:0030604;GO:0046872;GO:0055114;GO:0070402
SCO5695	GO:0004222;GO:0005515;GO:0006508
SCO5696	GO:0003824;GO:0005506;GO:0008299;GO:0016114;GO:0044237;GO:0046429;GO:0055114
SCO5697	GO:0008080
SCO5698	GO:0008080
SCO5699	GO:0000166;GO:0002161;GO:0004812;GO:0004827;GO:0005524;GO:0005737;GO:0006418;GO:0006433
SCO5700	GO:0006468;GO:0016773;GO:0019748
SCO5703	GO:0042274
SCO5704	GO:0003700;GO:0003723;GO:0006353;GO:0031554;GO:0031564
SCO5706	GO:0003743;GO:0003924;GO:0005525;GO:0005622;GO:0006413
SCO5708	GO:0006364
SCO5709	GO:0001522;GO:0003723;GO:0006396;GO:0009451;GO:0009982
SCO5711	GO:0003919;GO:0008531;GO:0009231
SCO5712	GO:0000166;GO:0005524;GO:0015833;GO:0016887
SCO5713	GO:0000166;GO:0005524;GO:0015833;GO:0016887
SCO5714	GO:0006810;GO:0016020
SCO5715	GO:0006810;GO:0016020
SCO5716	GO:0043190;GO:0055085
SCO5722	GO:0004252;GO:0006508
SCO5731	GO:0004252;GO:0006508
SCO5734	GO:0000166;GO:0003677;GO:0005524
SCO5736	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO5737	GO:0000175;GO:0003676;GO:0003723;GO:0004654;GO:0005737;GO:0006396;GO:0006402
